,train_loss,train_acc,val_acc,test_acc,num_feats,num_emb,random_acc,over_acc,short_acc,total_acc
70,0.1260642558336258,1.0,1.0,1.0,9400,512,0.94,0.94,0.94,0.94
71,0.12562790513038635,1.0,1.0,1.0,9389,512,0.9389,0.9389,0.9389,0.9389
72,0.1251886487007141,1.0,1.0,1.0,9386,512,0.9386,0.9386,0.9386,0.9386
73,0.12476305663585663,1.0,1.0,1.0,9381,512,0.9381,0.9381,0.9381,0.9381
74,0.12430640310049057,1.0,1.0,1.0,9376,512,0.9376,0.9376,0.9376,0.9376
75,0.12386506795883179,1.0,1.0,1.0,9367,512,0.9367,0.9367,0.9367,0.9367
76,0.12341809272766113,1.0,1.0,1.0,9357,512,0.9357,0.9357,0.9357,0.9357
77,0.12300584465265274,1.0,1.0,1.0,9346,512,0.9346,0.9346,0.9346,0.9346
78,0.12252451479434967,1.0,1.0,1.0,9337,512,0.9337,0.9337,0.9337,0.9337
79,0.12207567691802979,1.0,1.0,1.0,9333,512,0.9333,0.9333,0.9333,0.9333
80,0.12162645161151886,1.0,1.0,1.0,9324,512,0.9324,0.9324,0.9324,0.9324
81,0.12117435783147812,1.0,1.0,1.0,9311,512,0.9311,0.9311,0.9311,0.9311
82,0.12073608487844467,1.0,1.0,1.0,9305,512,0.9305,0.9305,0.9305,0.9305
83,0.12026745826005936,1.0,1.0,1.0,9295,512,0.9295,0.9295,0.9295,0.9295
84,0.11981283128261566,1.0,1.0,1.0,9285,512,0.9285,0.9285,0.9285,0.9285
85,0.11935624480247498,1.0,1.0,1.0,9277,512,0.9277,0.9277,0.9277,0.9277
86,0.11889895051717758,1.0,1.0,1.0,9269,512,0.9269,0.9269,0.9269,0.9269
87,0.11844664812088013,1.0,1.0,1.0,9261,512,0.9261,0.9261,0.9261,0.9261
88,0.11798257380723953,1.0,1.0,1.0,9255,512,0.9255,0.9255,0.9255,0.9255
89,0.11752363294363022,1.0,1.0,1.0,9243,512,0.9243,0.9243,0.9243,0.9243
90,0.1170627549290657,1.0,1.0,1.0,9232,512,0.9232,0.9232,0.9232,0.9232
91,0.1166030690073967,1.0,1.0,1.0,9229,512,0.9229,0.9229,0.9229,0.9229
92,0.11613959074020386,1.0,1.0,1.0,9219,512,0.9219,0.9219,0.9219,0.9219
93,0.1156792864203453,1.0,1.0,1.0,9212,512,0.9212,0.9212,0.9212,0.9212
94,0.11521469056606293,1.0,1.0,1.0,9208,512,0.9208,0.9208,0.9208,0.9208
95,0.11475145816802979,1.0,1.0,1.0,9201,511,0.92,0.92,0.92,0.92
96,0.11428999155759811,1.0,1.0,1.0,9193,508,0.9193,0.9193,0.9193,0.9193
97,0.11383714526891708,1.0,1.0,1.0,9185,467,0.9185,0.9185,0.9185,0.9185
98,0.11336084455251694,1.0,1.0,1.0,9180,296,0.918,0.918,0.918,0.918
99,0.11290466785430908,1.0,1.0,1.0,9167,104,0.9167,0.9167,0.9167,0.9167
