,epoch,valid_acc,# feature
0,0,33.333333333333336,38
1,1,33.333333333333336,38
2,2,33.333333333333336,38
3,3,33.333333333333336,38
4,4,33.333333333333336,38
5,5,33.333333333333336,38
6,6,33.333333333333336,38
7,7,33.333333333333336,38
8,8,36.111111111111114,38
9,9,38.888888888888886,38
10,10,41.666666666666664,38
11,11,44.44444444444444,38
12,12,44.44444444444444,38
13,13,47.22222222222222,38
14,14,52.77777777777778,38
15,15,52.77777777777778,38
16,16,58.333333333333336,38
17,17,61.111111111111114,38
18,18,61.111111111111114,38
19,19,61.111111111111114,38
20,20,61.111111111111114,38
21,21,61.111111111111114,38
22,22,61.111111111111114,38
23,23,61.111111111111114,38
24,24,61.111111111111114,38
25,25,61.111111111111114,38
26,26,61.111111111111114,38
27,27,66.66666666666667,38
28,28,83.33333333333333,38
29,29,88.88888888888889,38
30,30,94.44444444444444,38
31,31,94.44444444444444,38
32,32,94.44444444444444,38
33,33,94.44444444444444,38
34,34,94.44444444444444,38
35,35,94.44444444444444,38
36,36,94.44444444444444,38
37,37,94.44444444444444,38
38,38,94.44444444444444,38
39,39,94.44444444444444,38
40,40,94.44444444444444,38
41,41,94.44444444444444,38
42,42,94.44444444444444,38
43,43,94.44444444444444,38
44,44,94.44444444444444,38
45,45,94.44444444444444,38
46,46,94.44444444444444,38
47,47,94.44444444444444,38
48,48,94.44444444444444,38
49,49,94.44444444444444,38
50,50,94.44444444444444,38
51,51,94.44444444444444,38
52,52,94.44444444444444,38
53,53,94.44444444444444,38
54,54,94.44444444444444,38
55,55,94.44444444444444,38
56,56,94.44444444444444,38
57,57,94.44444444444444,38
58,58,94.44444444444444,38
59,59,94.44444444444444,38
60,60,94.44444444444444,38
61,61,94.44444444444444,38
62,62,94.44444444444444,38
63,63,94.44444444444444,38
64,64,94.44444444444444,38
65,65,94.44444444444444,38
66,66,94.44444444444444,38
67,67,94.44444444444444,38
68,68,94.44444444444444,38
69,69,94.44444444444444,38
70,70,94.44444444444444,38
71,71,94.44444444444444,38
72,72,94.44444444444444,38
73,73,94.44444444444444,38
74,74,94.44444444444444,38
75,75,94.44444444444444,38
76,76,94.44444444444444,38
77,77,94.44444444444444,38
78,78,94.44444444444444,38
79,79,94.44444444444444,38
80,80,94.44444444444444,38
81,81,94.44444444444444,38
82,82,94.44444444444444,38
83,83,94.44444444444444,38
84,84,94.44444444444444,38
85,85,94.44444444444444,38
86,86,94.44444444444444,38
87,87,94.44444444444444,38
88,88,94.44444444444444,38
89,89,94.44444444444444,38
90,90,94.44444444444444,38
91,91,94.44444444444444,38
92,92,94.44444444444444,38
93,93,94.44444444444444,38
94,94,94.44444444444444,38
95,95,94.44444444444444,38
96,96,94.44444444444444,38
97,97,94.44444444444444,38
98,98,94.44444444444444,38
99,99,94.44444444444444,38
100,100,94.44444444444444,38
101,101,94.44444444444444,38
102,102,94.44444444444444,38
103,103,94.44444444444444,38
104,104,94.44444444444444,38
105,105,94.44444444444444,38
106,106,94.44444444444444,38
107,107,94.44444444444444,38
108,108,94.44444444444444,38
109,109,94.44444444444444,38
110,110,94.44444444444444,38
111,111,94.44444444444444,38
112,112,94.44444444444444,38
113,113,94.44444444444444,38
114,114,94.44444444444444,38
115,115,94.44444444444444,38
116,116,94.44444444444444,38
117,117,94.44444444444444,38
118,118,94.44444444444444,38
119,119,94.44444444444444,38
120,120,94.44444444444444,38
121,121,94.44444444444444,38
122,122,94.44444444444444,38
123,123,94.44444444444444,38
124,124,94.44444444444444,38
125,125,94.44444444444444,38
126,126,94.44444444444444,38
127,127,94.44444444444444,38
128,128,94.44444444444444,38
129,129,94.44444444444444,38
130,130,94.44444444444444,38
131,131,94.44444444444444,38
