,train_loss,train_acc,test_acc,num_feats
0,13.676372051239014,0.2939453125,0.497,4862
1,12.178323984146118,0.3818359375,0.503,4862
2,12.24384891986847,0.5146484375,0.503,4862
3,12.236074090003967,0.5146484375,0.5075,4862
4,12.191957712173462,0.5396711793664384,0.663996475327291,4862
5,11.868006467819214,0.667841663099315,0.7994647532729104,4862
6,9.687044441699982,0.7460870612157534,0.8344823766364552,4862
7,6.974393650889397,0.8185934824486302,0.9544541792547835,4862
8,3.5441676527261734,0.9332258668664384,0.9744224572004028,4862
9,2.283511497080326,0.9736261237157534,0.9849718026183283,4862
10,2.0248054787516594,0.9752180543664384,0.9889577039274924,4862
11,1.5647643208503723,0.9893782106164384,0.9934718026183282,4862
12,1.4879056066274643,0.9912109375,0.9944929506545821,4862
13,1.5470149591565132,0.9879133668664384,0.9944682779456193,4862
14,1.3082491606473923,0.9962141481164384,0.9959859013091641,4862
15,1.356991358101368,0.99560546875,0.9964929506545821,4862
16,1.436467930674553,0.9912109375,0.996992950654582,4862
17,1.3396183177828789,0.99462890625,0.9964823766364552,4862
18,1.1643281504511833,0.998046875,0.994496475327291,4862
19,1.4209825843572617,0.9898664918664384,0.9989964753272911,4862
20,1.5185482874512672,0.991572131849315,0.9969859013091642,4862
21,1.2731491327285767,0.9942610231164384,0.9954894259818732,4862
22,1.2464006766676903,0.99609375,0.9974929506545821,4862
23,1.2134155482053757,0.998046875,0.9984929506545821,4862
24,1.167707398533821,0.998046875,0.9969964753272911,4862
25,1.4324146285653114,0.9908430543664384,0.998,4862
26,1.275074988603592,0.99267578125,0.9954753272910373,4862
27,1.091209590435028,0.9990234375,1.0,4862
28,1.176379032433033,0.9967024293664384,0.9964929506545821,4862
29,1.145205907523632,0.99755859375,0.997996475327291,4862
30,1.1959084793925285,0.9962141481164384,0.9984999999999999,4862
31,1.2060319483280182,0.99853515625,0.9974929506545821,4862
32,1.0992088168859482,0.99853515625,0.997996475327291,4862
33,1.148296318948269,0.9971907106164384,0.9984929506545821,4859
34,1.1017467305064201,0.99755859375,0.9979929506545822,4821
35,1.2498008236289024,0.99462890625,0.9974894259818732,4689
36,1.1760879531502724,0.9970703125,0.9944612286002015,4573
37,1.1068985983729362,0.99755859375,0.9975,4473
38,1.1627621427178383,0.99658203125,0.9964823766364552,4398
39,1.0282410308718681,1.0,0.9969964753272911,4337
40,1.1228308454155922,0.99658203125,0.995996475327291,4279
41,1.1014916077256203,0.998046875,0.999,4226
42,1.2626185864210129,0.99560546875,0.9964859013091641,4192
43,1.0741199478507042,0.99853515625,0.999496475327291,4157
44,1.2687645144760609,0.99609375,0.997496475327291,4126
45,1.2749116569757462,0.99658203125,0.9984894259818731,4090
46,1.0954660288989544,0.99755859375,0.995,4058
47,1.2299941331148148,0.9951171875,0.9984894259818731,4022
48,1.0388092659413815,0.99853515625,0.9979929506545822,3998
49,1.0614150315523148,0.998046875,0.998496475327291,3974
50,1.195781171321869,0.99560546875,0.999,3950
51,1.0680083073675632,0.9970703125,0.9984894259818731,3919
52,1.1057789996266365,0.99853515625,0.9989964753272911,3891
53,1.0607700683176517,0.9976789918664384,0.9954682779456193,3864
54,1.0612169913947582,0.998046875,1.0,3839
55,1.0755784176290035,0.99658203125,0.997496475327291,3804
56,1.0273084677755833,0.998046875,0.9964999999999999,3790
57,1.0313499048352242,0.998046875,0.999496475327291,3764
58,1.1166509687900543,0.9962141481164384,0.9984894259818731,3746
59,1.0973654389381409,0.9970703125,0.9974929506545821,3733
60,1.036273617297411,0.9990234375,0.9979929506545822,3715
61,1.055914655327797,0.99755859375,0.9974894259818732,3691
62,1.0304643921554089,0.998046875,0.9964929506545821,3676
63,1.1488732621073723,0.99658203125,0.9974929506545821,3655
64,0.9804863706231117,0.9990234375,0.9975,3634
65,1.088801797479391,0.99609375,0.9979929506545822,3616
66,1.1318346448242664,0.994140625,0.9984894259818731,3598
67,1.0255247689783573,0.99755859375,0.9964999999999999,3588
68,1.0314898788928986,0.9970703125,0.9959929506545822,3570
69,1.0518376715481281,0.9970703125,0.9974859013091641,3555
70,0.9271332807838917,1.0,0.9969964753272911,3542
71,0.9758826196193695,0.9990234375,0.9974894259818732,3526
72,1.007224589586258,0.998046875,0.999496475327291,3510
73,1.0357044450938702,0.99755859375,0.9995,3500
74,0.9945855513215065,0.998046875,0.9964999999999999,3479
75,1.0403456091880798,0.99658203125,0.9989964753272911,3466
76,0.9538738243281841,0.998046875,0.9924999999999999,3448
77,1.366648230701685,0.990234375,0.9964788519637462,3437
