,train_loss,train_acc,test_acc,num_feats
0,13.846128821372986,0.4794921875,0.491,3289
1,12.17512595653534,0.4794921875,0.491,3289
2,12.251262903213501,0.4794921875,0.491,3289
3,12.241443157196045,0.4794921875,0.491,3289
4,12.236014902591705,0.4794921875,0.491,3289
5,12.135880529880524,0.4794921875,0.491,3289
6,11.893478691577911,0.4794921875,0.4973626723223754,3289
7,10.869488388299942,0.6513034986413043,0.8864310710498409,3289
8,8.472989946603775,0.8493333899456522,0.8842279957582184,3289
9,5.809615150094032,0.869140625,0.9108186638388123,3289
10,5.264452561736107,0.8888841711956522,0.9400466595970307,3289
11,3.147686555981636,0.951171875,0.9571977730646872,3289
12,2.998675048351288,0.9504076086956522,0.9620164369034994,3289
13,2.590300053358078,0.96533203125,0.9662279957582185,3289
14,2.6264545023441315,0.9619140625,0.9793186638388123,3289
15,2.519566237926483,0.9619140625,0.982076882290562,3289
16,2.011078141629696,0.97705078125,0.9853186638388123,3289
17,2.4900603517889977,0.96630859375,0.9896977730646872,3289
18,2.0906261205673218,0.9787279211956522,0.9892582184517498,3289
19,1.7773641273379326,0.98486328125,0.9772279957582184,3289
20,2.2616973146796227,0.97021484375,0.9834559915164369,3289
21,1.8443979173898697,0.98193359375,0.9919395546129375,3289
22,1.8576572984457016,0.9814453125,0.984288441145281,3289
23,1.7203501611948013,0.98583984375,0.9888488865323436,3289
24,1.9359318017959595,0.9745456861413043,0.9898186638388122,3289
25,1.7187950313091278,0.98681640625,0.990788441145281,3289
26,1.4306239187717438,0.9931640625,0.9868186638388123,3289
27,1.7117770239710808,0.9873046875,0.9863488865323435,3289
28,1.5755015760660172,0.9892578125,0.994288441145281,3289
29,1.4989691227674484,0.99072265625,0.9913791092258748,3289
30,1.8499085381627083,0.98291015625,0.9914093319194062,3289
31,1.7802042663097382,0.9855638586956522,0.9923488865323435,3289
32,1.5450542718172073,0.990234375,0.9887582184517497,3289
33,1.425414390861988,0.9912109375,0.9954093319194062,3289
34,1.5058782771229744,0.9912109375,0.9924395546129374,3289
35,1.5989021062850952,0.9865404211956522,0.9879093319194061,3286
36,1.4891729950904846,0.98828125,0.9885768822905621,3284
37,1.6190516352653503,0.98828125,0.9869093319194062,3279
38,1.4851602911949158,0.98974609375,0.9959395546129375,3276
39,1.4398139640688896,0.99169921875,0.9923186638388123,3273
40,1.493671365082264,0.9912109375,0.9944093319194062,3269
41,1.5046374797821045,0.98974609375,0.9964395546129374,3265
42,1.388995885848999,0.99169921875,0.9949395546129374,3262
43,1.3627915903925896,0.9931640625,0.9923791092258749,3258
44,1.3697259426116943,0.99267578125,0.9949093319194062,3258
45,1.462104119360447,0.99267578125,0.9928791092258749,3256
46,1.4804776906967163,0.98974609375,0.9924395546129374,3251
47,1.7665929198265076,0.98291015625,0.994288441145281,3245
48,1.3180222064256668,0.9951171875,0.9909093319194062,3241
49,1.3501596748828888,0.99609375,0.9917582184517497,3236
