,train_loss,train_acc,val_acc,test_acc,num_feats,random_acc,over_acc,short_acc,total_acc
0,3.040434181690216,0.5229166666666667,0.5388471177944862,0.5388471177944862,3329,0.32174979558462796,0.32072771872444805,0.32072771872444805,0.3237939493049877
1,2.995251715183258,0.5670572916666666,0.5413533834586466,0.5413533834586466,3006,0.3875715453802126,0.3865494685200327,0.3865494685200327,0.38961569910057237
2,2.975801706314087,0.4954427083333333,0.5989974937343359,0.581453634085213,2744,0.44133278822567457,0.4403107113654947,0.4403107113654947,0.44337694194603433
3,2.7746909260749817,0.6705729166666666,0.9122807017543859,0.9072681704260651,2641,0.4621831561733442,0.46116107931316436,0.46116107931316436,0.46422730989370403
4,2.2988108098506927,0.94921875,0.9122807017543859,0.8947368421052632,2575,0.47567457072771874,0.4746524938675388,0.4746524938675388,0.4777187244480785
5,1.5670805871486664,0.94921875,0.9899749373433584,0.9974937343358395,2570,0.4766966475878986,0.47567457072771874,0.47567457072771874,0.47874080130825836
6,0.8240838795900345,0.9774739583333334,0.9649122807017544,0.9899749373433584,2575,0.47567457072771874,0.4746524938675388,0.4746524938675388,0.4777187244480785
7,0.4959019795060158,0.978515625,0.9974937343358395,0.9949874686716792,2583,0.4740392477514309,0.473017170891251,0.473017170891251,0.4760834014717907
8,0.35875460505485535,0.990234375,0.9974937343358395,0.9924812030075187,2592,0.4721995094031071,0.4711774325429272,0.4711774325429272,0.4742436631234669
9,0.3238019049167633,0.994140625,0.9874686716791979,0.9949874686716792,2595,0.4715862632869992,0.4705641864268193,0.4705641864268193,0.473630417007359
10,0.2812331020832062,0.998046875,1.0,0.9924812030075187,2589,0.47281275551921503,0.4717906786590352,0.4717906786590352,0.4748569092395748
11,0.28067897260189056,0.998046875,1.0,0.9874686716791979,2583,0.4740392477514309,0.473017170891251,0.473017170891251,0.4760834014717907
12,0.3996657580137253,0.9833333333333334,0.9774436090225563,0.9624060150375939,2579,0.4748569092395748,0.47383483237939494,0.47383483237939494,0.47690106295993456
13,0.33423376828432083,0.98828125,0.9949874686716792,0.9924812030075187,2569,0.4771054783319706,0.4760834014717907,0.4760834014717907,0.47914963205233035
14,0.35653106123209,0.99609375,1.0,0.9949874686716792,2563,0.47812755519215044,0.4771054783319706,0.4771054783319706,0.4801717089125102
15,0.27345024794340134,1.0,0.9899749373433584,0.9924812030075187,2562,0.4783319705641864,0.47730989370400656,0.47730989370400656,0.4803761242845462
16,0.32856909185647964,0.994140625,0.9974937343358395,0.9949874686716792,2558,0.47914963205233035,0.47812755519215044,0.47812755519215044,0.4811937857726901
17,0.2701056897640228,1.0,0.9949874686716792,0.9949874686716792,2551,0.48058053965658215,0.4795584627964023,0.4795584627964023,0.48262469337694197
18,0.34321876615285873,0.994140625,0.9974937343358395,0.9974937343358395,2548,0.4811937857726901,0.4801717089125102,0.4801717089125102,0.4832379394930499
19,0.2866745740175247,0.99609375,0.9974937343358395,0.9949874686716792,2546,0.48160261651676206,0.48058053965658215,0.48058053965658215,0.4836467702371218
20,0.3300953581929207,0.99609375,0.9924812030075187,0.9974937343358395,2544,0.482011447260834,0.48098937040065415,0.48098937040065415,0.48405560098119377
21,0.27211863547563553,0.998046875,1.0,0.9974937343358395,2545,0.482011447260834,0.48098937040065415,0.48098937040065415,0.48405560098119377
22,0.2625032961368561,1.0,0.9949874686716792,1.0,2542,0.48242027800490594,0.4813982011447261,0.4813982011447261,0.48446443172526577
23,0.30956123024225235,1.0,1.0,1.0,2538,0.4832379394930499,0.48221586263287,0.48221586263287,0.48528209321340965
24,0.2656349539756775,1.0,1.0,1.0,2537,0.48344235486508585,0.48242027800490594,0.48242027800490594,0.4854865085854456
25,0.26345009356737137,1.0,1.0,1.0,2531,0.48466884709730174,0.4836467702371218,0.4836467702371218,0.4867130008176615
26,0.2687566429376602,0.998046875,1.0,0.9974937343358395,2530,0.4848732624693377,0.4838511856091578,0.4838511856091578,0.48691741618969747
27,0.2611328288912773,1.0,1.0,1.0,2528,0.48528209321340965,0.48426001635322974,0.48426001635322974,0.4873262469337694
28,0.2603771686553955,1.0,0.9974937343358395,1.0,2527,0.4854865085854456,0.48446443172526577,0.48446443172526577,0.4875306623058054
29,0.27283287048339844,1.0,1.0,1.0,2524,0.48609975470155353,0.4850776778413737,0.4850776778413737,0.48814390842191335
30,0.26464223861694336,1.0,0.9949874686716792,0.9949874686716792,2523,0.48630417007358956,0.48528209321340965,0.48528209321340965,0.4883483237939493
31,0.2662617266178131,1.0,0.9974937343358395,0.9949874686716792,2522,0.48650858544562553,0.4854865085854456,0.4854865085854456,0.4885527391659853
32,0.27127089351415634,0.998046875,1.0,1.0,2520,0.48691741618969747,0.48589533932951756,0.48589533932951756,0.48896156991005724
33,0.27441252768039703,0.998046875,0.9949874686716792,1.0,2519,0.48712183156173344,0.48609975470155353,0.48609975470155353,0.4891659852820932
34,0.2579292505979538,1.0,1.0,0.9974937343358395,2515,0.4879394930498773,0.48691741618969747,0.48691741618969747,0.48998364677023715
35,0.27315429598093033,0.998046875,1.0,1.0,2514,0.48814390842191335,0.48712183156173344,0.48712183156173344,0.4901880621422731
36,0.25888819992542267,1.0,1.0,0.9974937343358395,2513,0.4883483237939493,0.4873262469337694,0.4873262469337694,0.4903924775143091
37,0.25774864107370377,1.0,1.0,0.9974937343358395,2511,0.48875715453802127,0.48773507767784136,0.48773507767784136,0.49080130825838103
38,0.2592061012983322,1.0,1.0,0.9949874686716792,2511,0.48875715453802127,0.48773507767784136,0.48773507767784136,0.49080130825838103
